"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000130764",794.166666666667,719.5,777.833333333333,732.666666666667,911.083333333333,864.833333333333
"ENSG00000272153",78.3333333333333,85.5,89,81.5,101.666666666667,85.3333333333333
"ENSG00000116198",1252.83333333333,1147.83333333333,1127,1042,1044,1074.25
"ENSG00000169598",148.333333333333,122.833333333333,151.166666666667,132.666666666667,138.333333333333,161.75
"ENSG00000198912",365.333333333333,404.166666666667,417.333333333333,484.333333333333,423.75,508.333333333333
"ENSG00000236423",82.6666666666667,79.4166666666667,87.8333333333333,76.3333333333333,83,80.8333333333333
"ENSG00000131697",296.666666666667,278.166666666667,303.5,310,255.166666666667,300.25
"ENSG00000069424",194.333333333333,214.5,222.166666666667,194.666666666667,274.166666666667,227.166666666667
"ENSG00000116251",1927.66666666667,1845.83333333333,2011,2057.08333333333,2408.5,2245
"ENSG00000158286",255.75,227.166666666667,262.833333333333,210.166666666667,292,175.333333333333
