"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000251050",6,4,4,10,7,7
"ENSG00000249778",0,0,0,3,2,0
"ENSG00000249825",2,3,9,24,5,2
"ENSG00000164300",702,705,832,1181,1159,1560
"ENSG00000251675",4,1,1,14,3,7
"ENSG00000184188",0,0,1,0,0,0
"ENSG00000244076",0,3,0,0,0,0
"ENSG00000227087",0,0,1,0,3,0
"ENSG00000248569",0,0,1,1,1,1
"ENSG00000220157",0,2,1,3,0,0
"ENSG00000039319",2635,2315,2250,3130,2998,3365
"ENSG00000249042",33,23,23,54,37,52
"ENSG00000152380",90,77,91,64,61,80
"ENSG00000242706",2,1,4,1,3,3
"ENSG00000240003",2,7,5,1,3,2
"ENSG00000251221",2,2,1,1,0,5
"ENSG00000228716",539,515,550,524,675,1606
"ENSG00000249655",3,1,2,0,0,1
"ENSG00000271043",0,1,2,0,2,0
"ENSG00000113318",1022,1032,933,1163,1189,1108
"ENSG00000248967",8,12,6,7,9,6
"ENSG00000244630",3,6,8,15,5,9
"ENSG00000251450",2,0,1,1,0,3
"ENSG00000113319",18,29,25,44,46,42
"ENSG00000247572",93,116,130,230,164,163
"ENSG00000131730",90,120,73,150,90,76
"ENSG00000248794",8,8,10,17,6,9
"ENSG00000131732",568,551,552,502,731,620
"ENSG00000172497",0,0,0,3,0,1
"ENSG00000286721",19,21,4,24,20,10
"ENSG00000145687",710,670,668,858,1319,646
"ENSG00000287938",0,0,3,0,2,0
"ENSG00000152348",196,236,193,244,288,262
"ENSG00000236447",0,1,1,1,0,0
"ENSG00000251495",17,11,16,20,16,8
"ENSG00000248192",10,6,8,21,10,15
"ENSG00000265684",4,9,5,14,5,4
"ENSG00000251374",5,3,7,9,0,4
"ENSG00000186468",4738,4592,5595,6137,7876,7159
"ENSG00000205464",164,149,179,231,150,146
"ENSG00000248393",1,0,0,6,3,1
"ENSG00000248870",1,0,0,13,0,1
"ENSG00000249100",0,1,0,5,0,0
"ENSG00000240411",0,0,0,2,4,1
"ENSG00000248105",0,0,0,2,0,0
"ENSG00000283359",1,0,0,0,0,0
"ENSG00000281327",1,1,3,6,3,2
"ENSG00000248112",1,0,0,2,0,0
"ENSG00000248400",1,0,0,0,0,0
"ENSG00000249664",0,0,0,7,5,0
"ENSG00000271862",29,29,19,80,41,42
"ENSG00000174695",3607,3313,3609,2809,3518,3399
"ENSG00000238835",13,2,6,6,9,14
"ENSG00000152422",240,209,184,220,268,278
"ENSG00000243385",8,9,9,7,9,3
"ENSG00000251552",7,8,4,14,10,6
"ENSG00000251395",0,0,0,1,0,0
"ENSG00000038427",29639,28899,26084,51443,39341,28355
"ENSG00000249835",137,137,92,393,146,131
"ENSG00000145681",815,743,791,2872,8018,3460
"ENSG00000253073",3,1,1,21,7,13
"ENSG00000206744",0,0,0,11,3,4
"ENSG00000242858",0,0,0,3,0,0
"ENSG00000202157",0,0,0,0,1,0
"ENSG00000250013",0,0,0,2,0,0
"ENSG00000164176",12470,11366,12292,11823,20254,11263
"ENSG00000252861",6,1,4,9,5,9
"ENSG00000250320",256,248,228,413,506,370
"ENSG00000243859",1,0,0,4,3,1
"ENSG00000127184",2157,2012,2411,1712,2284,2097
"ENSG00000242477",1,1,0,2,2,0
"ENSG00000249061",0,0,0,1,0,0
"ENSG00000233828",2,2,2,2,5,4
"ENSG00000251951",1,0,0,0,0,0
"ENSG00000265919",0,1,0,0,0,1
"ENSG00000288569",0,0,0,2,0,0
"ENSG00000145715",3181,2895,2732,2866,3575,4230
"ENSG00000241243",0,11,8,6,1,9
"ENSG00000207452",10,5,6,22,7,28
"ENSG00000134480",1389,1255,1281,1549,2406,2055
"ENSG00000285190",7,10,9,9,40,28
"ENSG00000287862",0,0,0,2,0,0
"ENSG00000164180",730,684,558,775,853,819
"ENSG00000247828",1062,1088,781,1748,1248,1266
"ENSG00000240083",1,6,4,4,1,2
"ENSG00000206958",0,0,0,5,0,0
"ENSG00000250306",0,3,3,6,0,1
"ENSG00000250156",0,7,0,10,2,3
"ENSG00000271904",0,1,1,1,2,1
"ENSG00000245864",9,6,4,19,14,22
"ENSG00000081189",254,211,193,472,644,689
"ENSG00000248309",19,23,16,42,20,21
"ENSG00000214942",2,2,0,3,2,1
"ENSG00000248555",0,0,0,0,1,0
"ENSG00000253321",0,0,0,0,0,1
"ENSG00000260871",0,2,3,0,7,0
"ENSG00000153140",269,215,292,235,346,390
"ENSG00000255647",0,1,3,2,1,2
"ENSG00000176055",240,229,216,301,346,329
"ENSG00000113356",153,146,118,149,140,158
"ENSG00000176018",1972,1823,1736,1430,2165,1941
"ENSG00000164199",5,7,4,15,11,36
"ENSG00000248323",614,585,606,107,267,127
"ENSG00000285618",2,0,0,0,1,0
"ENSG00000212930",0,0,1,0,0,0
"ENSG00000251093",5,11,2,0,0,0
"ENSG00000199643",0,1,1,0,0,0
"ENSG00000234292",6,6,8,0,8,8
"ENSG00000286638",12,8,14,8,15,2
"ENSG00000277001",0,0,0,0,1,1
"ENSG00000113369",4462,3876,4577,3225,8174,5353
"ENSG00000281357",93,102,100,142,222,214
"ENSG00000251356",1,1,0,2,0,2
"ENSG00000286121",1,1,7,3,8,7
"ENSG00000250049",8,8,13,4,9,7
"ENSG00000249776",8,6,5,5,5,2
"ENSG00000249169",1,0,3,0,1,0
"ENSG00000249984",1,1,2,0,3,2
"ENSG00000248588",0,0,0,0,5,0
"ENSG00000248950",0,0,1,0,0,0
"ENSG00000249958",0,0,0,0,1,0
"ENSG00000248528",0,0,1,1,2,0
"ENSG00000251361",2,1,3,0,1,1
"ENSG00000286509",1,1,3,0,7,5
"ENSG00000237187",1476,1379,1276,1295,1132,1169
"ENSG00000175745",518,566,606,288,599,306
"ENSG00000278905",0,0,0,1,0,0
"ENSG00000113391",1698,1488,1593,1925,2349,1841
"ENSG00000287180",91,92,50,78,59,84
"ENSG00000249353",198,200,252,231,296,322
"ENSG00000248483",192,198,180,298,176,178
"ENSG00000272406",21,32,18,51,34,32
"ENSG00000287447",46,35,35,59,51,55
"ENSG00000251023",27,33,20,66,36,24
"ENSG00000286577",3,2,3,12,8,1
"ENSG00000185261",305,287,293,493,476,366
"ENSG00000251544",0,5,3,6,0,0
"ENSG00000254132",1,1,0,2,0,0
"ENSG00000251340",3,3,2,2,2,2
"ENSG00000232578",6,7,13,16,14,17
"ENSG00000270133",14,9,7,14,11,10
"ENSG00000133302",256,260,223,252,237,440
"ENSG00000175471",187,169,140,87,104,178
"ENSG00000249175",0,0,1,1,2,1
"ENSG00000243806",0,1,0,1,0,0
"ENSG00000276514",0,1,3,0,0,1
"ENSG00000249545",0,0,0,0,0,1
"ENSG00000153347",10,20,13,15,13,10
"ENSG00000225165",0,6,3,0,5,0
"ENSG00000198677",8604,8143,8024,6149,6146,7947
"ENSG00000212259",14,10,10,11,25,8
"ENSG00000164291",556,543,524,374,495,459
"ENSG00000178015",5,0,4,2,1,3
"ENSG00000175449",57,34,37,61,48,53
"ENSG00000145757",10,25,28,76,24,45
"ENSG00000250240",5,9,11,46,11,19
"ENSG00000164292",7381,6461,6555,12903,8288,9223
"ENSG00000173221",2132,2104,2507,1707,2864,1732
"ENSG00000251348",143,179,144,287,135,179
"ENSG00000251000",8,6,8,5,11,7
"ENSG00000251409",1,1,4,0,2,1
"ENSG00000236882",43,23,47,33,50,37
"ENSG00000272021",5,2,5,5,1,3
"ENSG00000250362",21,26,28,23,22,44
"ENSG00000118985",21488,19498,19510,18034,22833,20095
"ENSG00000251314",119,156,101,159,159,113
"ENSG00000250955",33,27,21,50,38,28
"ENSG00000213716",10,9,5,15,4,3
"ENSG00000250551",60,63,67,58,51,43
"ENSG00000207578",5,3,3,9,2,5
"ENSG00000206997",4,3,2,5,1,1
"ENSG00000249746",24,37,19,24,22,10
"ENSG00000250158",22,29,20,54,45,31
"ENSG00000175426",762,773,646,908,1340,1022
"ENSG00000153113",7594,7484,7294,7603,9335,8849
"ENSG00000249180",15,13,15,16,18,8
"ENSG00000164307",1696,1692,1705,3203,2016,2695
"ENSG00000248734",65,57,52,55,60,72
"ENSG00000272109",10,7,5,12,6,10
"ENSG00000247121",14,10,13,17,19,14
"ENSG00000164308",3450,3233,3422,194,3624,2993
"ENSG00000113441",5734,5370,5155,6068,7471,6208
"ENSG00000227836",0,6,1,6,3,7
"ENSG00000200884",1,5,0,2,1,2
"ENSG00000213701",1,1,0,3,0,0
"ENSG00000251513",27,21,34,42,26,15
"ENSG00000145721",2,1,1,4,4,6
"ENSG00000058729",1170,995,965,1358,1113,1293
"ENSG00000206698",2,3,2,7,8,12
"ENSG00000286828",29,19,32,83,13,34
"ENSG00000248758",11,13,10,31,16,15
"ENSG00000251054",16,13,2,20,5,16
"ENSG00000249761",3,1,7,7,0,0
"ENSG00000251389",7,2,9,12,3,4
"ENSG00000249977",2,4,2,6,1,6
"ENSG00000250331",30,19,17,84,18,28
"ENSG00000248931",4,9,4,18,6,1
"ENSG00000251193",4,4,7,9,0,2
"ENSG00000286953",33,19,19,55,10,11
"ENSG00000248202",15,11,10,22,3,2
"ENSG00000249101",1,0,0,0,0,0
"ENSG00000238000",1,4,5,2,5,5
"ENSG00000250221",1,0,0,4,1,0
"ENSG00000249990",0,0,1,0,0,1
"ENSG00000249448",0,0,0,0,0,1
"ENSG00000251102",1,1,0,1,1,0
"ENSG00000174136",1283,1214,1226,542,257,418
"ENSG00000246763",395,391,371,111,54,86
"ENSG00000279232",29,19,18,13,3,10
"ENSG00000250162",0,3,2,0,1,1
"ENSG00000153922",2104,1765,1660,2528,3164,3054
"ENSG00000222610",4,5,2,9,10,5
"ENSG00000248489",20,35,16,24,33,29
"ENSG00000200351",7,3,2,10,6,6
"ENSG00000241597",9,10,1,11,2,9
"ENSG00000206356",0,0,0,0,1,0
"ENSG00000274455",0,0,0,0,1,4
"ENSG00000275374",2,2,1,12,0,2
"ENSG00000273957",0,1,0,1,2,1
"ENSG00000249787",4,6,13,42,11,20
"ENSG00000247877",17,11,10,27,16,20
"ENSG00000174132",424,382,483,204,276,233
"ENSG00000113532",4,1,0,3,2,3
"ENSG00000249495",0,0,0,0,0,1
"ENSG00000248261",2,1,1,4,3,1
"ENSG00000173930",0,0,0,1,1,2
"ENSG00000205359",0,2,3,4,1,0
"ENSG00000250958",0,1,0,2,0,0
"ENSG00000250682",0,0,0,0,1,2
"ENSG00000286338",0,0,0,1,0,1
"ENSG00000145730",23660,22446,24640,20005,35262,13305
"ENSG00000175749",4,9,12,12,10,2
"ENSG00000145723",229,179,166,223,245,231
"ENSG00000145725",2361,2231,2168,2755,3584,3903
"ENSG00000181751",757,651,816,198,345,381
"ENSG00000250567",0,0,0,0,0,3
"ENSG00000226926",2,4,2,0,2,4
"ENSG00000248757",2,0,2,0,0,4
"ENSG00000112874",452,477,470,462,782,652
"ENSG00000283462",0,0,0,0,0,2
"ENSG00000251026",1,0,0,0,0,0
"ENSG00000251027",1,2,0,0,1,1
"ENSG00000250273",4,0,0,1,5,0
"ENSG00000184349",280,303,305,306,346,284
"ENSG00000145743",888,876,771,830,934,696
"ENSG00000286503",2,3,1,1,9,3
"ENSG00000244245",4,4,10,6,11,7
"ENSG00000272523",2,5,11,2,17,4
"ENSG00000151422",3109,2934,2562,3298,3160,3057
"ENSG00000249921",10,10,7,20,12,9
"ENSG00000250383",12,19,8,10,10,17
"ENSG00000207404",5,8,5,4,2,3
"ENSG00000250441",4,6,6,7,9,7
"ENSG00000206593",0,0,0,0,2,1
"ENSG00000176857",35,66,29,62,67,47
"ENSG00000286882",29,43,21,38,30,28
"ENSG00000249476",96,130,102,140,148,178
"ENSG00000198961",8958,8092,8430,7038,11037,8321
"ENSG00000248440",1,0,0,1,3,5
"ENSG00000214794",0,0,0,1,3,0
"ENSG00000271849",0,0,1,4,3,2
"ENSG00000112893",3377,3006,3231,3757,3463,4189
"ENSG00000202512",2,3,3,3,4,4
"ENSG00000249068",7,7,6,19,5,13
"ENSG00000254106",0,0,2,0,0,1
"ENSG00000186952",56,77,65,127,115,88
"ENSG00000221436",5,0,0,3,1,2
"ENSG00000207177",1,2,0,2,3,0
"ENSG00000164209",2560,2353,2238,2460,3086,2666
"ENSG00000248966",3,0,0,0,3,1
"ENSG00000248428",1,0,0,0,0,0
"ENSG00000145777",2,10,0,3,7,8
"ENSG00000134987",1670,1311,1458,1416,1852,2154
"ENSG00000214784",2,2,0,6,2,2
"ENSG00000152495",26,14,15,19,26,54
"ENSG00000248268",0,1,1,2,1,3
"ENSG00000164211",1448,1266,1254,757,1096,968
"ENSG00000246859",1979,1986,1636,569,378,1238
"ENSG00000249619",3,0,0,0,0,2
"ENSG00000251099",1,0,0,0,0,1
"ENSG00000134986",1568,1619,1640,322,260,882
"ENSG00000253057",39,34,34,2,4,33
"ENSG00000249439",17,9,10,0,1,6
"ENSG00000250095",125,122,96,20,15,31
"ENSG00000129595",127,116,131,294,215,120
"ENSG00000224032",216,191,234,283,277,217
"ENSG00000238363",1,3,2,5,3,16
"ENSG00000250882",2,3,1,9,6,1
"ENSG00000251187",5,7,4,22,16,13
"ENSG00000251076",7,11,7,21,5,8
"ENSG00000248350",3,4,1,0,2,1
"ENSG00000278921",10,4,11,16,18,3
"ENSG00000134982",3479,3328,2993,3705,3324,3754
"ENSG00000250045",22,24,6,8,22,18
"ENSG00000212370",3,4,1,2,0,5
"ENSG00000258864",1,0,0,0,0,0
"ENSG00000153037",498,401,467,494,442,530
"ENSG00000129625",4328,3989,4411,2886,4490,3157
"ENSG00000249947",9,17,3,26,12,16
"ENSG00000172795",1481,1344,1305,1451,1695,1771
"ENSG00000171444",2293,2263,2445,1625,1760,1558
"ENSG00000232633",14,15,9,23,13,15
"ENSG00000212122",0,4,1,3,1,5
"ENSG00000047188",1771,1565,1572,1622,2055,1979
"ENSG00000080709",0,1,0,0,0,0
"ENSG00000246316",0,0,0,1,0,0
"ENSG00000152503",30,15,31,11,16,26
"ENSG00000249791",3,1,3,4,0,4
"ENSG00000164219",1137,1073,947,1291,1492,1435
"ENSG00000271797",9,4,8,16,9,9
"ENSG00000243304",4,0,1,4,7,1
"ENSG00000164221",236,217,182,149,131,163
"ENSG00000250197",6,2,0,3,5,1
"ENSG00000249026",2,2,0,3,1,0
"ENSG00000248722",0,0,1,0,0,0
"ENSG00000249944",2,1,0,0,0,0
"ENSG00000250444",5,6,0,0,0,15
"ENSG00000145780",1369,1328,1272,1086,1296,1152
"ENSG00000243414",18,13,14,14,7,12
"ENSG00000251201",8,5,9,6,15,16
"ENSG00000249249",140,117,128,149,220,178
"ENSG00000134970",10104,8535,9448,4883,8104,6720
"ENSG00000249021",0,0,0,0,2,0
"ENSG00000129596",163,128,133,316,686,399
"ENSG00000145782",1858,1760,1875,1696,2091,2041
"ENSG00000177879",2580,2352,2557,1616,2437,2078
"ENSG00000172901",8,10,8,6,15,20
"ENSG00000248295",3,5,0,0,0,2
"ENSG00000268223",0,0,0,0,0,1
"ENSG00000185641",12,12,17,18,15,20
"ENSG00000272265",0,0,0,0,4,0
"ENSG00000271918",22,9,12,25,32,26
"ENSG00000145781",356,280,360,412,418,483
"ENSG00000212457",4,5,1,7,7,8
"ENSG00000232916",5,4,5,16,5,11
"ENSG00000250015",9,10,10,18,10,12
"ENSG00000092421",35,41,34,144,79,114
"ENSG00000248445",4,13,7,32,22,43
"ENSG00000239528",2,0,1,2,2,2
"ENSG00000249167",2,0,0,1,1,1
"ENSG00000250891",0,2,0,0,2,4
"ENSG00000238904",0,0,0,6,0,0
"ENSG00000249426",2,0,2,0,0,0
"ENSG00000169570",377,317,327,343,320,386
"ENSG00000197744",16,12,15,11,17,22
"ENSG00000283498",18,26,15,21,36,24
"ENSG00000249494",2,4,5,13,3,10
"ENSG00000172869",4395,4131,3991,4071,4470,3568
"ENSG00000248885",22,14,11,28,10,22
"ENSG00000248979",3,3,7,3,5,3
"ENSG00000206786",11,7,3,14,7,6
"ENSG00000264536",8,11,7,9,2,4
"ENSG00000145779",648,673,644,502,666,336
"ENSG00000243333",0,0,0,1,0,2
"ENSG00000133835",3395,2898,3313,2550,2934,2898
"ENSG00000213663",4,3,1,6,3,0
"ENSG00000249919",2,5,1,2,0,0
"ENSG00000164334",4,3,3,0,0,0
"ENSG00000251975",0,2,0,0,0,0
"ENSG00000261036",1,7,3,1,1,0
"ENSG00000184838",1066,1051,999,513,558,509
"ENSG00000270741",31,59,21,29,13,18
"ENSG00000222609",7,7,9,13,5,1
"ENSG00000248927",117,87,90,56,54,47
"ENSG00000151304",502,524,448,658,635,904
"ENSG00000113083",68359,68087,63882,22537,24038,28977
"ENSG00000247311",18,10,21,18,34,16
"ENSG00000164185",101,96,83,54,192,70
"ENSG00000250803",9,12,4,8,19,11
"ENSG00000249610",3,5,8,1,11,6
"ENSG00000064692",16,17,15,102,126,40
"ENSG00000249621",1,0,0,4,10,2
"ENSG00000249916",0,0,0,1,2,0
"ENSG00000287794",0,3,2,1,2,0
"ENSG00000250328",2,1,0,0,6,0
"ENSG00000251538",0,0,0,11,2,8
"ENSG00000240058",0,1,0,2,0,1
"ENSG00000205302",1740,1585,1825,3307,2857,2792
"ENSG00000064652",530,476,482,593,650,643
"ENSG00000263432",24,17,19,18,11,18
"ENSG00000168938",1585,1532,1728,1292,1421,1249
"ENSG00000249996",6,1,0,7,15,6
"ENSG00000276047",0,0,0,0,0,1
"ENSG00000223652",2,2,4,4,14,2
"ENSG00000061455",17,16,35,95,66,26
"ENSG00000168944",1329,1155,1134,1488,1612,1358
"ENSG00000250539",24,37,45,54,31,43
"ENSG00000249400",11,5,8,0,8,4
"ENSG00000279772",1,0,0,0,0,1
"ENSG00000151292",2905,2490,2565,2385,2714,2309
"ENSG00000235275",0,2,0,0,0,1
"ENSG00000253807",1,1,0,3,0,0
"ENSG00000250862",0,0,0,0,1,0
"ENSG00000248600",0,0,0,1,0,0
"ENSG00000248296",0,0,0,0,1,0
"ENSG00000168916",757,760,816,1593,2045,1126
"ENSG00000249112",14,12,12,29,34,23
"ENSG00000251456",21,14,13,45,47,37
"ENSG00000260192",0,0,0,3,6,0
"ENSG00000250721",0,0,0,0,0,1
"ENSG00000248752",1,4,0,7,4,0
"ENSG00000250402",0,0,0,0,2,0
"ENSG00000248107",1,0,0,2,0,0
"ENSG00000155324",2951,2653,2899,3089,1362,1622
"ENSG00000250602",143,136,111,343,51,104
"ENSG00000279118",266,268,268,474,126,172
"ENSG00000164904",993,1011,1057,1224,1136,1109
"ENSG00000202082",0,0,0,1,1,0
"ENSG00000164902",1588,1325,1474,1370,1595,1839
"ENSG00000230929",5,10,5,5,5,16
"ENSG00000196900",0,1,1,0,0,0
"ENSG00000251072",0,0,0,0,0,1
"ENSG00000113368",100,84,120,75,178,1172
"ENSG00000173926",40,52,47,57,32,44
"ENSG00000164241",118,115,113,266,230,187
"ENSG00000250080",1,0,0,0,0,0
"ENSG00000250956",0,0,0,0,0,1
"ENSG00000283897",5,3,4,11,20,7
"ENSG00000286615",21,16,26,18,13,19
"ENSG00000145794",1435,1344,1276,521,564,540
"ENSG00000249577",13,15,20,12,1,5
"ENSG00000271766",2,1,7,0,1,4
"ENSG00000250859",0,1,1,0,5,0
"ENSG00000164244",4503,4102,4084,3168,4251,4096
"ENSG00000205279",3,2,0,0,19,0
"ENSG00000248799",0,0,0,0,2,0
"ENSG00000230561",26,17,6,18,17,13
"ENSG00000250603",0,0,3,0,0,3
"ENSG00000245937",726,717,685,1058,893,993
"ENSG00000064651",2048,1803,1808,1101,1866,2004
"ENSG00000250329",2,7,4,13,18,18
"ENSG00000138829",1026,1003,1020,88,671,228
"ENSG00000207290",0,2,0,0,0,0
"ENSG00000113396",7,2,2,1,9,5
"ENSG00000248634",0,0,0,0,2,0
"ENSG00000066583",125,115,147,129,193,254
"ENSG00000264563",0,0,0,0,0,1
"ENSG00000286274",0,2,0,0,0,1
"ENSG00000249421",0,0,0,1,0,0
"ENSG00000145808",0,1,0,8,8,8
"ENSG00000251680",2,3,0,13,11,4
"ENSG00000186367",0,0,0,0,0,2
"ENSG00000198108",834,770,828,861,776,1000
"ENSG00000221562",14,11,8,57,22,21
"ENSG00000199455",0,0,1,0,2,1
"ENSG00000248610",79,75,54,161,87,124
"ENSG00000249312",0,0,0,0,0,3
"ENSG00000249418",0,0,0,1,0,0
"ENSG00000287390",3,0,0,6,0,4
"ENSG00000169567",2440,2073,2724,1643,2959,2410
"ENSG00000186687",696,668,603,725,606,762
"ENSG00000158985",826,767,843,680,922,923
"ENSG00000279370",0,0,0,1,0,0
"ENSG00000158987",316,332,262,451,450,408
"ENSG00000275939",2,2,1,2,2,1
"ENSG00000217128",3619,3476,3276,4810,5844,5558
"ENSG00000286676",26,20,21,39,11,26
"ENSG00000279584",1,0,0,2,0,1
"ENSG00000164398",0,2,2,2,5,3
"ENSG00000223548",1,0,0,0,0,0
"ENSG00000164400",31,21,56,0,2,6
"ENSG00000227616",0,0,0,3,0,0
"ENSG00000235775",0,1,1,0,0,0
"ENSG00000224015",0,0,1,2,0,0
"ENSG00000237714",13,18,12,7,6,2
"ENSG00000072682",11722,11528,14347,2762,3364,3237
"ENSG00000224431",134,123,149,93,46,55
"ENSG00000283678",0,0,0,0,0,1
"ENSG00000131435",510,423,665,263,493,338
"ENSG00000197208",96,111,132,123,147,152
"ENSG00000233006",82,75,72,91,82,44
"ENSG00000197375",308,303,289,403,360,335
"ENSG00000197536",226,331,272,380,182,275
"ENSG00000238160",24,20,28,41,22,18
"ENSG00000202533",1,4,8,3,4,4
"ENSG00000234290",36,53,41,71,53,55
"ENSG00000125347",817,922,1027,589,876,688
"ENSG00000113525",6,6,7,15,3,19
"ENSG00000113522",163,171,134,193,247,206
"ENSG00000223442",19,20,6,30,9,23
"ENSG00000169194",0,0,1,0,1,0
"ENSG00000113520",0,2,0,1,3,4
"ENSG00000230612",25,34,16,25,49,34
"ENSG00000131437",1073,941,1003,916,1122,1118
"ENSG00000205089",2,1,3,4,10,5
"ENSG00000164402",2049,2034,2081,1767,1853,1946
"ENSG00000198944",3,2,7,3,6,8
"ENSG00000272203",0,2,0,1,0,0
"ENSG00000164403",90,88,152,112,180,150
"ENSG00000164404",6,14,3,7,10,5
"ENSG00000164405",1009,1020,1248,608,928,958
"ENSG00000164406",38,36,35,79,51,35
"ENSG00000072364",8925,8766,8064,9483,9222,10189
"ENSG00000235253",28,46,21,72,26,30
"ENSG00000202417",5,5,5,19,10,9
"ENSG00000225364",8,22,7,28,21,23
"ENSG00000272023",1,1,1,1,2,0
"ENSG00000229738",0,1,0,0,0,0
"ENSG00000155329",266,225,255,285,466,348
"ENSG00000248648",2,5,3,9,4,4
"ENSG00000287054",5,6,3,10,13,10
"ENSG00000286408",8,11,9,2,14,15
"ENSG00000170606",4535,3885,4406,4008,4789,5504
"ENSG00000279691",1,1,2,7,5,2
"ENSG00000240611",0,0,3,0,0,0
"ENSG00000053108",1,1,1,1,6,0
"ENSG00000250409",0,0,0,2,0,0
"ENSG00000113583",4551,4101,4483,2865,4028,3314
"ENSG00000213585",7276,6711,7999,3302,5269,5387
"ENSG00000271737",5,3,5,6,11,7
"ENSG00000081059",69,120,110,177,138,145
"ENSG00000113558",4128,3795,4394,3296,4559,3755
"ENSG00000272772",1,0,0,0,0,1
"ENSG00000113575",2241,2047,2312,2145,3134,3404
"ENSG00000273345",7,7,3,6,12,11
"ENSG00000270177",9,4,4,7,23,5
"ENSG00000006837",43,35,36,49,61,48
"ENSG00000119048",930,891,924,941,964,998
"ENSG00000279469",7,6,14,18,21,14
"ENSG00000248559",12,15,13,14,16,17
"ENSG00000237190",218,221,257,197,258,301
"ENSG00000243648",1,0,2,0,1,1
"ENSG00000250994",0,1,0,0,1,3
"ENSG00000251169",1,2,2,0,8,0
"ENSG00000280420",0,0,0,2,3,2
"ENSG00000043143",496,481,613,650,1010,709
"ENSG00000152700",2116,1790,1956,1921,2508,2257
"ENSG00000207459",0,0,0,0,1,0
"ENSG00000113615",3361,3064,2866,2552,2973,3029
"ENSG00000201298",0,1,0,1,0,0
"ENSG00000222266",6,3,3,10,4,6
"ENSG00000164615",666,683,819,738,1141,697
"ENSG00000145833",1450,1378,1325,1715,1985,2238
"ENSG00000241179",2,6,4,7,4,2
"ENSG00000181904",2317,2085,2023,2627,2626,2543
"ENSG00000270892",2,1,3,9,6,5
"ENSG00000113621",2380,2270,2624,1084,2098,1875
"ENSG00000132570",108,103,119,204,243,181
"ENSG00000279799",3,6,2,0,3,9
"ENSG00000244921",2,8,1,9,4,7
"ENSG00000249119",1,0,0,1,0,1
"ENSG00000248923",5,7,1,6,5,6
"ENSG00000247627",2,3,5,5,6,2
"ENSG00000198868",0,0,2,3,0,1
"ENSG00000152705",2,3,7,1,5,3
"ENSG00000069011",39,28,60,31,107,63
"ENSG00000224186",22,18,36,41,32,36
"ENSG00000277619",0,0,0,1,3,1
"ENSG00000248753",1,2,0,0,1,0
"ENSG00000248482",0,0,0,0,0,1
"ENSG00000249647",1,2,1,2,3,4
"ENSG00000113648",2320,2396,2350,2423,2212,2840
"ENSG00000270021",6,10,6,9,13,8
"ENSG00000255833",0,0,0,0,0,1
"ENSG00000249639",0,0,3,0,0,0
"ENSG00000145824",19,32,30,48,63,30
"ENSG00000145832",0,0,0,1,0,0
"ENSG00000251045",0,0,0,0,1,0
"ENSG00000145826",0,2,0,0,0,0
"ENSG00000164616",3,1,0,2,1,1
"ENSG00000120708",174278,170881,199894,14489,53742,25893
"ENSG00000270123",0,0,0,0,1,0
"ENSG00000164621",11,13,16,28,22,32
"ENSG00000113658",3271,3071,2927,2926,3926,3605
"ENSG00000271824",6,9,5,1,14,2
"ENSG00000069018",0,0,1,0,2,1
"ENSG00000248211",0,0,0,0,2,3
"ENSG00000250284",0,0,0,2,0,0
"ENSG00000222285",0,0,0,0,1,0
"ENSG00000152377",9115,8631,8368,9324,6516,8022
"ENSG00000146021",237,261,254,336,322,168
"ENSG00000216009",3,0,0,0,1,0
"ENSG00000177733",1308,1319,1370,1757,1817,1872
"ENSG00000287067",41,39,39,33,42,12
"ENSG00000270697",1,0,3,6,1,2
"ENSG00000226306",21,37,36,41,9,9
"ENSG00000250159",110,143,132,138,125,78
"ENSG00000120729",18,25,18,21,19,20
"ENSG00000078795",27,34,34,39,47,63
"ENSG00000031003",1565,1327,1350,2160,2339,2134
"ENSG00000246323",1,0,2,1,1,0
"ENSG00000250260",0,0,0,2,1,1
"ENSG00000061492",0,0,0,0,1,0
"ENSG00000112981",132,116,129,180,193,115
"ENSG00000212460",0,0,1,1,1,0
"ENSG00000199880",1,0,1,1,2,0
"ENSG00000112983",826,805,1005,1310,1656,1878
"ENSG00000112984",213,226,311,123,678,3201
"ENSG00000094880",932,863,948,861,1198,1227
"ENSG00000158402",18,21,40,10,30,176
"ENSG00000120709",1166,1037,1309,1113,1503,1172
"ENSG00000120733",1770,1896,1976,2615,3021,2685
"ENSG00000132563",179,185,204,72,124,80
"ENSG00000120738",873,980,970,2981,2496,2108
"ENSG00000241458",0,0,0,2,0,2
"ENSG00000120705",4770,4302,5090,4032,5547,5412
"ENSG00000113013",7223,6614,7809,6049,7799,10289
"ENSG00000206989",1,3,3,7,3,1
"ENSG00000044115",10159,10212,11313,9189,13962,12522
"ENSG00000253404",0,0,0,0,9,0
"ENSG00000146006",169,169,150,322,201,316
"ENSG00000120725",1641,1587,2224,1014,1545,1097
"ENSG00000201532",1,2,2,1,3,1
"ENSG00000249593",37,43,23,91,17,28
"ENSG00000242683",8,13,6,9,5,0
"ENSG00000280987",4,2,3,5,8,6
"ENSG00000281398",118,87,118,202,217,351
"ENSG00000252213",8,13,4,7,19,8
"ENSG00000200959",0,4,1,1,4,3
"ENSG00000015479",237,294,193,542,341,381
